d,total_sales,date,month,year,event_name_1,event_type_1,snap_CA,snap_TX,snap_WI,wm_yr_wk,day_of_week,is_weekend,day_of_year,week_of_year,is_holiday,is_snap_day,sales_lag_7,sales_lag_14,sales_lag_28,rolling_mean_7,rolling_mean_14,rolling_mean_30,month_sin,month_cos,day_sin,day_cos,avg_price,price_lag_7,price_change
d_46,24021,2011-03-15,3,2011,,,0,1,1,11107,1,0,74,11,0,1,22752.0,22872.0,24070.0,26193.714285714286,26131.5,24964.2,1.0,6.123233995736766e-17,0.9562348265919056,0.29260033563334836,4.223438717741343,4.201782660866956,0.0
d_47,22765,2011-03-16,3,2011,LentWeek2,Religious,0,0,0,11107,2,0,75,11,1,0,22560.0,22046.0,21443.0,26223.0,26182.85714285714,24996.233333333334,1.0,6.123233995736766e-17,0.9611297838723007,0.27609697309746883,4.223438717741343,4.201782660866956,0.0
d_48,21779,2011-03-17,3,2011,StPatricksDay,Cultural,0,0,0,11107,3,0,76,11,1,0,22626.0,23475.0,20318.0,26102.0,26061.714285714286,24919.866666666665,1.0,6.123233995736766e-17,0.9657399376548549,0.2595117970697999,4.223438717741343,4.201782660866956,0.0
d_49,23855,2011-03-18,3,2011,,,0,0,0,11107,4,0,77,11,0,0,25572.0,23572.0,23721.0,25856.714285714286,26081.928571428572,25000.266666666666,1.0,6.123233995736766e-17,0.9700639218515071,0.2428497220959356,4.223438717741343,4.201782660866956,0.0
d_50,30599,2011-03-19,3,2011,,,0,0,0,11108,5,1,78,11,0,0,32225.0,31202.0,31689.0,25624.428571428572,26038.85714285714,25342.966666666667,1.0,6.123233995736766e-17,0.9741004551724205,0.22611568550828828,4.228306288032455,4.223438717741343,0.11525135361063477
d_51,29643,2011-03-20,3,2011,Purim End,Religious,0,0,0,11108,6,1,79,11,1,0,31417.0,34876.0,29283.0,25371.0,25665.071428571428,25540.366666666665,1.0,6.123233995736766e-17,0.9778483415056568,0.20931464596304847,4.228306288032455,4.223438717741343,0.0
d_52,23101,2011-03-21,3,2011,,,0,0,0,11108,0,0,80,12,0,0,24935.0,24562.0,23966.0,25109.0,25560.714285714286,25254.1,1.0,6.123233995736766e-17,0.9813064702716093,0.19245158197082998,4.228306288032455,4.223438717741343,0.0
d_53,20492,2011-03-22,3,2011,,,0,0,0,11108,1,0,81,12,0,0,24021.0,22752.0,20501.0,24604.85714285714,25399.285714285714,24961.066666666666,1.0,6.123233995736766e-17,0.9844738167520922,0.1755314904214282,4.228306288032455,4.223438717741343,0.0
d_54,19230,2011-03-23,3,2011,,,0,0,0,11108,2,0,82,12,0,0,22765.0,22560.0,20757.0,24099.85714285714,25161.428571428572,24803.2,1.0,6.123233995736766e-17,0.9873494423939864,0.15855938510313475,4.228306288032455,4.223438717741343,0.0
d_55,18854,2011-03-24,3,2011,,,0,0,0,11108,3,0,83,12,0,0,21779.0,22626.0,20277.0,23682.0,24892.0,24748.3,1.0,6.123233995736766e-17,0.989932495087353,0.141540295217043,4.228306288032455,4.223438717741343,0.0
d_56,23350,2011-03-25,3,2011,,,0,0,0,11108,4,0,84,12,0,0,23855.0,25572.0,22529.0,23609.85714285714,24733.285714285714,24834.733333333334,1.0,6.123233995736766e-17,0.9922222094179323,0.12447926388678915,4.228306288032455,4.223438717741343,0.0
d_57,29620,2011-03-26,3,2011,,,0,0,0,11109,5,1,85,12,0,0,30599.0,32225.0,29908.0,23470.0,24547.214285714286,25146.166666666668,1.0,6.123233995736766e-17,0.994217906893952,0.10738134666416309,4.23156740485917,4.228306288032455,0.07712584199366379
d_58,29866,2011-03-27,3,2011,,,0,0,0,11109,6,1,86,12,0,0,29643.0,31417.0,28707.0,23501.85714285714,24436.428571428572,25390.733333333334,1.0,6.123233995736766e-17,0.995918996147179,0.09025161003104117,4.23156740485917,4.228306288032455,0.0
d_59,21449,2011-03-28,3,2011,,,0,0,0,11109,0,0,87,13,0,0,23101.0,24935.0,21240.0,23265.85714285714,24187.428571428572,25108.766666666666,1.0,6.123233995736766e-17,0.9973249731081555,0.07309512989807777,4.23156740485917,4.228306288032455,0.0
d_60,19581,2011-03-29,3,2011,,,0,0,0,11109,1,0,88,13,0,0,20492.0,24021.0,22872.0,23135.714285714286,23870.285714285714,24804.566666666666,1.0,6.123233995736766e-17,0.9984354211555643,0.055916990100603484,4.23156740485917,4.228306288032455,0.0
d_61,18928,2011-03-30,3,2011,,,0,0,0,11109,2,0,89,13,0,0,19230.0,22765.0,22046.0,23092.571428571428,23596.214285714286,24727.5,1.0,6.123233995736766e-17,0.9992500112396835,0.03872228089217446,4.23156740485917,4.228306288032455,0.0
d_62,21742,2011-03-31,3,2011,,,0,0,0,11109,3,0,90,13,0,0,18854.0,21779.0,23475.0,23505.14285714286,23593.571428571428,24689.833333333332,1.0,6.123233995736766e-17,0.9997685019798909,0.021516097436222254,4.23156740485917,4.228306288032455,0.0
d_63,28309,2011-04-01,4,2011,,,1,1,0,11109,4,0,91,13,0,1,23350.0,23855.0,23572.0,24213.571428571428,23911.714285714286,24898.6,0.8660254037844387,-0.4999999999999998,0.9999907397361901,0.004303538296244289,4.23156740485917,4.228306288032455,0.0
d_64,33478,2011-04-02,4,2011,,,1,0,1,11110,5,1,92,13,0,1,29620.0,30599.0,31202.0,24764.714285714286,24117.35714285714,25232.033333333333,0.8660254037844387,-0.4999999999999998,0.9999166586547379,-0.01291029607500882,4.237505125486037,4.23156740485917,0.14031965129630564
d_65,33058,2011-04-03,4,2011,,,1,1,1,11110,6,1,93,13,0,1,29866.0,29643.0,34876.0,25220.714285714286,24361.285714285714,25548.233333333334,0.8660254037844387,-0.4999999999999998,0.9995462806873573,-0.030120304846908114,4.237505125486037,4.23156740485917,0.0
d_66,24852,2011-04-04,4,2011,,,1,0,0,11110,0,0,94,14,0,1,21449.0,23101.0,24562.0,25706.85714285714,24486.35714285714,25336.566666666666,0.8660254037844387,-0.4999999999999998,0.9988797155850336,-0.04732138832243185,4.237505125486037,4.23156740485917,0.0
d_67,23581,2011-04-05,4,2011,,,1,1,1,11110,1,0,95,14,0,1,19581.0,20492.0,22752.0,26278.285714285714,24707.0,24960.066666666666,0.8660254037844387,-0.4999999999999998,0.9979171608653922,-0.06450844944931623,4.237505125486037,4.23156740485917,0.0
d_68,22656,2011-04-06,4,2011,,,1,1,1,11110,2,0,96,14,0,1,18928.0,19230.0,22560.0,26810.85714285714,24951.714285714286,24896.533333333333,0.8660254037844387,-0.4999999999999998,0.9966589017541702,-0.08167639533042241,4.237505125486037,4.23156740485917,0.0
d_69,22901,2011-04-07,4,2011,,,1,1,0,11110,3,0,97,14,0,1,21742.0,18854.0,22626.0,26976.428571428572,25240.785714285714,24901.5,0.8660254037844387,-0.4999999999999998,0.9951053111006976,-0.09882013873287143,4.237505125486037,4.23156740485917,0.0
d_70,24754,2011-04-08,4,2011,,,1,0,1,11110,4,0,98,14,0,1,28309.0,23350.0,25572.0,26468.571428571428,25341.071428571428,24974.633333333335,0.8660254037844387,-0.4999999999999998,0.9932568492674143,-0.11593459959550041,4.237505125486037,4.23156740485917,0.0
d_71,31745,2011-04-09,4,2011,,,1,1,1,11111,5,1,99,14,0,1,33478.0,29620.0,32225.0,26221.0,25492.85714285714,25278.6,0.8660254037844387,-0.4999999999999998,0.9911140639934547,-0.1330147065341959,4.242422360248447,4.237505125486037,0.116040797988326
d_72,31536,2011-04-10,4,2011,,,1,0,0,11111,6,1,100,14,0,1,33058.0,29866.0,31417.0,26003.571428571428,25612.14285714286,25477.4,0.8660254037844387,-0.4999999999999998,0.9886775902323405,-0.1500553983446526,4.242422360248447,4.237505125486037,0.0
d_73,24829,2011-04-11,4,2011,,,0,1,1,11111,0,0,101,15,0,1,24852.0,21449.0,24935.0,26000.285714285714,25853.571428571428,25230.866666666665,0.8660254037844387,-0.4999999999999998,0.9859481499638304,-0.16705162550211924,4.242422360248447,4.237505125486037,0.0
d_74,23218,2011-04-12,4,2011,,,0,1,1,11111,1,0,102,15,0,1,23581.0,19581.0,24021.0,25948.428571428572,26113.35714285714,24957.566666666666,0.8660254037844387,-0.4999999999999998,0.9829265519799822,-0.18399835165768005,4.242422360248447,4.237505125486037,0.0
d_75,21611,2011-04-13,4,2011,,,0,1,0,11111,2,0,103,15,0,1,22656.0,18928.0,22765.0,25799.14285714286,26305.0,24846.766666666666,0.8660254037844387,-0.4999999999999998,0.9796136916454901,-0.20089055513063506,4.242422360248447,4.237505125486037,0.0
d_76,21964,2011-04-14,4,2011,,,0,0,1,11111,3,0,104,15,0,1,22901.0,21742.0,21779.0,25665.285714285714,26320.85714285714,24778.2,0.8660254037844387,-0.4999999999999998,0.9760105506323683,-0.21772323039653177,4.242422360248447,4.237505125486037,0.0
d_77,25482,2011-04-15,4,2011,,,0,1,1,11111,4,0,105,15,0,1,24754.0,28309.0,23855.0,25769.285714285714,26118.928571428572,24868.766666666666,0.8660254037844387,-0.4999999999999998,0.9721181966290613,-0.23449138957040985,4.242422360248447,4.237505125486037,0.0
d_78,29234,2011-04-16,4,2011,,,0,0,0,11112,5,1,106,15,0,0,31745.0,33478.0,30599.0,25410.571428571428,25815.785714285714,25117.266666666666,0.8660254037844387,-0.4999999999999998,0.9679377830240642,-0.25119006388481935,4.24553703065794,4.242422360248447,0.07341726365288626
d_79,29787,2011-04-17,4,2011,,,0,0,0,11112,6,1,107,15,0,0,31536.0,33058.0,29643.0,25160.714285714286,25582.14285714286,25315.0,0.8660254037844387,-0.4999999999999998,0.9634705485641488,-0.2678143051621742,4.24553703065794,4.242422360248447,0.0
d_80,22389,2011-04-18,4,2011,,,0,0,0,11112,0,0,108,16,0,0,24829.0,24852.0,23101.0,24812.14285714286,25406.214285714286,25041.333333333332,0.8660254037844387,-0.4999999999999998,0.9587178169872964,-0.2843591872810034,4.24553703065794,4.242422360248447,0.0
d_81,19474,2011-04-19,4,2011,,,0,0,0,11112,1,0,109,16,0,0,23218.0,23581.0,20492.0,24277.285714285714,25112.85714285714,24702.366666666665,0.8660254037844387,-0.4999999999999998,0.9536809966304457,-0.30081980763566735,4.24553703065794,4.242422360248447,0.0
d_82,20188,2011-04-20,4,2011,,,0,0,0,11112,2,0,110,16,0,0,21611.0,22656.0,19230.0,24074.0,24936.571428571428,24605.266666666666,0.8660254037844387,-0.4999999999999998,0.9483615800121715,-0.3171912885891061,4.24553703065794,4.242422360248447,0.0
d_83,19768,2011-04-21,4,2011,,,0,0,0,11112,3,0,111,16,0,0,21964.0,22901.0,18854.0,23760.285714285714,24712.785714285714,24581.133333333335,0.8660254037844387,-0.4999999999999998,0.9427611433904207,-0.3334687789181868,4.24553703065794,4.242422360248447,0.0
d_84,24279,2011-04-22,4,2011,,,0,0,0,11112,4,0,112,16,0,0,25482.0,24754.0,23350.0,23588.428571428572,24678.85714285714,24749.433333333334,0.8660254037844387,-0.4999999999999998,0.9368813462954315,-0.3496474552512284,4.24553703065794,4.242422360248447,0.0
d_85,29575,2011-04-23,4,2011,,,0,0,0,11113,5,1,113,16,0,0,29234.0,31745.0,29620.0,23637.14285714286,24523.85714285714,25106.8,0.8660254037844387,-0.4999999999999998,0.9307239310379795,-0.36572252349726897,4.251489419982195,4.24553703065794,0.14020344849832167
d_86,24018,2011-04-24,4,2011,OrthodoxEaster,Religious,0,0,0,11113,6,1,114,16,1,0,29787.0,31536.0,29866.0,22813.0,23986.85714285714,25129.066666666666,0.8660254037844387,-0.4999999999999998,0.9242907221930933,-0.3816892202666588,4.251489419982195,4.24553703065794,0.0
d_87,20004,2011-04-25,4,2011,,,0,0,0,11113,0,0,115,17,0,0,22389.0,24829.0,21449.0,22472.285714285714,23642.214285714286,24808.533333333333,0.8660254037844387,-0.4999999999999998,0.9175836260593937,-0.39754281428255595,4.251489419982195,4.24553703065794,0.0
d_88,18113,2011-04-26,4,2011,Pesach End,Religious,0,0,0,11113,1,0,116,17,1,0,19474.0,23218.0,19581.0,22277.85714285714,23277.571428571428,24416.766666666666,0.8660254037844387,-0.4999999999999998,0.9106046300942162,-0.4132786077829042,4.251489419982195,4.24553703065794,0.0
d_89,17929,2011-04-27,4,2011,,,0,0,0,11113,2,0,117,17,0,0,20188.0,21611.0,18928.0,21955.14285714286,23014.571428571428,24299.433333333334,0.8660254037844387,-0.4999999999999998,0.9033558023246845,-0.4288919379124835,4.251489419982195,4.24553703065794,0.0
d_90,18145,2011-04-28,4,2011,,,0,0,0,11113,3,0,118,17,0,0,19768.0,21964.0,21742.0,21723.285714285714,22741.785714285714,24251.566666666666,0.8660254037844387,-0.4999999999999998,0.895839290734909,-0.4443781781046132,4.251489419982195,4.24553703065794,0.0
d_91,22735,2011-04-29,4,2011,,,0,0,0,11113,4,0,119,17,0,0,24279.0,25482.0,28309.0,21502.714285714286,22545.571428571428,24378.466666666667,0.8660254037844387,-0.4999999999999998,0.8880573226294932,-0.45973273945210397,4.251489419982195,4.24553703065794,0.0
d_92,28101,2011-04-30,4,2011,,,0,0,0,11114,5,1,120,17,0,0,29575.0,29234.0,33478.0,21292.14285714286,22464.64285714286,24590.433333333334,0.8660254037844387,-0.4999999999999998,0.8800122039735357,-0.47495107206704995,4.254531621493105,4.251489419982195,0.07155613504790104
d_93,29045,2011-05-01,5,2011,,,1,1,0,11114,6,1,121,17,0,1,24018.0,29787.0,33058.0,22010.285714285714,22411.64285714286,24614.966666666667,0.49999999999999994,-0.8660254037844387,0.8717063187093218,-0.4900286664290592,4.254531621493105,4.251489419982195,0.0
d_94,22837,2011-05-02,5,2011,,,1,0,1,11114,0,0,122,18,0,1,20004.0,22389.0,24852.0,22415.0,22443.64285714286,24260.266666666666,0.49999999999999994,-0.8660254037844387,0.8631421280499114,-0.5049610547215204,4.254531621493105,4.251489419982195,0.0
d_95,24080,2011-05-03,5,2011,,,1,1,1,11114,1,0,123,18,0,1,18113.0,19474.0,23581.0,23267.428571428572,22772.64285714286,23961.0,0.49999999999999994,-0.8660254037844387,0.854322169749827,-0.5197438121555155,4.254531621493105,4.251489419982195,0.0
d_96,20761,2011-05-04,5,2011,,,1,0,0,11114,2,0,124,18,0,1,17929.0,20188.0,22656.0,23672.0,22813.571428571428,23824.633333333335,0.49999999999999994,-0.8660254037844387,0.8452490573530633,-0.5343725582809786,4.254531621493105,4.251489419982195,0.0
d_97,21184,2011-05-05,5,2011,Cinco De Mayo,Cultural,1,1,1,11114,3,0,125,18,1,1,18145.0,19768.0,22901.0,24106.14285714286,22914.714285714286,23744.733333333334,0.49999999999999994,-0.8660254037844387,0.8359254794186372,-0.548842958284719,4.254531621493105,4.251489419982195,0.0
d_98,24486,2011-05-06,5,2011,,,1,1,1,11114,4,0,126,18,0,1,22735.0,24279.0,24754.0,24356.285714285714,22929.5,23805.733333333334,0.49999999999999994,-0.8660254037844387,0.8263541987239096,-0.5631507242749186,4.254531621493105,4.251489419982195,0.0
d_99,28412,2011-05-07,5,2011,,,1,1,0,11115,5,1,127,18,0,1,28101.0,29575.0,31745.0,24400.714285714286,22846.428571428572,23989.433333333334,0.49999999999999994,-0.8660254037844387,0.8165380514459161,-0.5772916165517272,4.255586509274874,4.254531621493105,0.024794451554654984
d_100,23688,2011-05-08,5,2011,Mother's day,Cultural,1,0,1,11115,6,1,128,18,1,1,29045.0,24018.0,31536.0,23635.428571428572,22822.85714285714,23953.9,0.49999999999999994,-0.8660254037844387,0.8064799463209448,-0.5912614448635781,4.255586509274874,4.254531621493105,0.0
d_101,25024,2011-05-09,5,2011,,,1,1,1,11115,0,0,129,19,0,1,22837.0,20004.0,24829.0,23947.85714285714,23181.428571428572,23729.866666666665,0.49999999999999994,-0.8660254037844387,0.7961828637826158,-0.6050560696488488,4.255586509274874,4.254531621493105,0.0
