ds,yhat,yhat_lower,yhat_upper
2015-03-14,42355.65326988797,38021.76210366375,46170.10699338624
2015-03-15,41634.431564008846,37153.52469942939,45690.15740853808
2015-03-16,33868.27017682547,29692.4252056287,38078.18823359588
2015-03-17,31539.877744921898,27362.607517790213,35818.20605948859
2015-03-18,31109.32399354192,26833.6428884535,35281.22920999516
2015-03-19,31559.06456461473,27235.304224991367,35475.308425141906
2015-03-20,35582.01346612453,31339.093399905556,39973.25143373373
2015-03-21,42501.33992310223,38257.06971173012,46899.78437790309
2015-03-22,41831.34893226787,37444.48749888561,45941.0916059836
2015-03-23,34109.02222031762,29809.063108564053,38113.69501838666
2015-03-24,31816.18489824683,27516.462405255046,35715.70481071036
2015-03-25,31412.224411359704,27009.868375015227,35352.636492454156
2015-03-26,31879.127360489947,27493.419520536914,36180.90861771648
2015-03-27,35909.558437079984,31765.822306234193,40118.38925381439
2015-03-28,42826.658177842226,38368.69075819315,46903.98454595344
2015-03-29,42144.91892001168,37969.19918774003,46501.054939241425
2015-03-30,34401.71588474328,30145.574355300916,38298.30462319788
2015-03-31,32079.4590498851,27677.47117076236,36246.499016909016
2015-04-01,31638.29290788812,27508.172998584978,36173.30817789574
2015-04-02,32061.11029392516,28089.290921607026,36134.259518659346
2015-04-03,36041.60522897262,31583.806826208463,40350.33230553777
2015-04-04,42904.04225839126,38181.922296859484,47281.48370915768
2015-04-05,42164.102489750156,37922.396218652706,46100.919987524394
2015-04-06,34360.38410601392,29965.17086981465,38635.26445436785
2015-04-07,31976.52386195339,27389.3913930785,35964.390233307524
2015-04-08,31473.86748279397,27369.885548469938,35420.02422724601
2015-04-09,31836.45592481458,27362.333505186416,35944.35836848611
2015-04-10,35759.05314772032,31538.046129030536,40136.54491989233
2015-04-11,42566.8934956284,38099.04520029274,47086.332744836625
2015-04-12,41776.50940151747,37486.54290213582,45916.71955344992
2015-04-13,33927.217584094346,29449.075415285475,38198.953398792764
2015-04-14,31503.23051024996,27371.20670233814,35844.085142954755
2015-04-15,30966.321174856865,26601.782996040252,35012.36136788748
2015-04-16,31300.80815602257,27135.872403677404,35660.562017780416
2015-04-17,35201.58646278713,31055.574193222787,39426.48867220744
2015-04-18,41993.88201458053,37344.261621939586,46147.18955804506
2015-04-19,41194.090095682215,37000.981925876236,45340.07492287281
2015-04-20,33341.27548094474,28942.273467408235,37438.37280736234
2015-04-21,30919.300449638537,26885.983154022248,35194.347400629194
2015-04-22,30389.5081175022,26156.892297709688,34384.6689407737
2015-04-23,30735.7273781827,26454.73660582061,34921.545231413686
2015-04-24,34652.32428206845,30692.570922768104,38713.84126232708
2015-04-25,41463.977001028645,37252.95599613556,45678.06185275028
2015-04-26,40686.53405234026,36376.528905222345,44829.71796997252
2015-04-27,32858.53285007605,28469.653871341226,36647.48193619211
2015-04-28,30463.3442328647,26359.12992137459,34527.02842881946
2015-04-29,29961.869908229077,25892.91629228245,34618.4014371872
2015-04-30,30337.558706847507,26232.07475418321,34459.23239047308
2015-05-01,34284.46617995843,29486.516329045277,38380.211977300954
2015-05-02,41127.0345047598,36888.33143146815,45566.679740439955
2015-05-03,40380.952302888865,36127.082728124755,44506.86746468604
2015-05-04,32584.671487304906,28204.56186605562,36796.449988301436
2015-05-05,30221.5469461296,26158.802705904083,34568.21626875397
2015-05-06,29752.5262688965,25073.616985783672,33913.820147658815
2015-05-07,30161.155768870507,25938.59971380319,34215.627112108916
2015-05-08,34141.62777711447,29895.091152319994,38320.7314514691
2015-05-09,41018.54668206144,36519.47068460771,45069.58957735645
2015-05-10,40307.77387716053,35998.205220361226,44353.044219479
2015-05-11,32547.929318582563,28352.76205360215,36663.57487231956
2015-05-12,30222.51609772654,26122.06322829795,34573.07561177889
2015-05-13,29792.59581942195,25552.78975904754,33926.89424582026
2015-05-14,30241.781593707114,25960.734950583188,34237.40219548547
2015-05-15,34264.27412256846,30049.845789651445,38587.87317960443
2015-05-16,41184.618794368216,36971.51497576785,45368.64740131564
2015-05-17,40518.54430688848,35976.2876737523,44532.85211305698
2015-05-18,32804.460786019226,28499.144887326398,37189.152315531086
2015-05-19,30525.58396913491,26299.751948924564,34976.440456441866
2015-05-20,30142.61329931979,26015.015108189917,34616.58342537672
2015-05-21,30638.730686296258,26464.483113580518,34807.80824346415
2015-05-22,34707.64525425645,30405.7095097423,38755.7656459858
2015-05-23,41673.36172643833,37383.45317943855,46267.52696011363
2015-05-24,41051.03261033018,36756.33747543378,45112.21316914432
2015-05-25,33378.471711734775,28877.123379863842,37521.77940725769
2015-05-26,31138.295039464283,26994.371020619164,35403.53576483403
2015-05-27,30790.616389339455,26509.826237274014,35299.52223701133
2015-05-28,31318.063772817688,26661.28902445385,35464.343693253766
2015-05-29,35413.841407072534,31114.839959555567,39789.89551580327
2015-05-30,42401.514320284536,38108.82922590236,46690.6363141201
2015-05-31,41795.8751670462,37366.252293476275,46207.42085641357
2015-06-01,34134.47025954552,29770.747186518365,38351.06395578281
2015-06-02,31899.750417946365,27855.448795781154,36204.13101370322
2015-06-03,31551.773550701095,27191.30335275621,35988.63329331629
2015-06-04,32073.224844982924,27497.263589994145,35896.72327681895
2015-06-05,36157.47910349234,31710.002840054633,40095.41362998402
2015-06-06,43128.38221119568,38751.243731117334,47534.09450632448
2015-06-07,42501.1113715238,38453.16571488207,46988.45348522904
2015-06-08,34813.69127635398,30528.03836500574,38906.96040977842
2015-06-09,32549.132082670538,28341.34340133935,36579.21431285684
2015-06-10,32168.11647850245,27827.111100349764,36425.605303565026
2015-06-11,32654.00218298126,28244.694184301967,36895.33216383309
2015-06-12,36700.86495878254,32420.245035185853,40697.85136558298
2015-06-13,43633.259724427444,39403.49870650724,47928.914262522274
2015-06-14,42967.06005214048,38468.307941561085,47094.7318173481
2015-06-15,35240.95388397634,30712.1151434911,39306.06960018056
2015-06-16,32938.56200848905,28488.527503660305,37263.11699916483
2015-06-17,32521.107228542947,28215.735011680943,36842.41874767727
2015-06-18,32972.401171450925,28461.07674061556,37088.8910250244
2015-06-19,36986.87436337746,32822.68258103622,41355.476966582595
2015-06-20,43889.32761845848,39365.078227240905,48074.1043925148
2015-06-21,43195.76539450308,39062.76874615681,47623.706661347744
2015-06-22,35444.889203775885,31254.880351960073,39690.05468003233
2015-06-23,33120.217756861435,28725.289183722387,37242.82513803393
2015-06-24,32682.761779678083,28516.91818190239,36855.43126785282
2015-06-25,33116.02033534098,29022.741289684807,37226.696009744504
2015-06-26,37114.02402624846,32497.20627821209,41081.42192530679
2015-06-27,44001.10275899365,39726.20504102302,48072.13421412901
2015-06-28,43292.73824422499,38860.57296918248,47715.04620589968
2015-06-29,35527.07874163694,31102.943332235638,39802.55067242475
2015-06-30,33187.08206794419,28880.659302182226,37315.84341421864
2015-07-01,32733.21408501399,28402.075207832477,36938.48860786989
2015-07-02,33148.46873600418,29095.929683935265,37726.200129727884
2015-07-03,37126.43422349158,32335.52314614756,41000.00049369356
2015-07-04,43991.08223707646,39834.388795245264,48359.31992506169
2015-07-05,43257.63965859576,38902.14210107632,47835.78377983907
2015-07-06,35464.11956541227,31158.79729927791,39905.27749387063
2015-07-07,33093.476937868414,28459.703206183425,37242.710874896846
2015-07-08,32606.315773342052,28259.53051576695,36888.24798908163
2015-07-09,32985.91327627413,28547.060117591383,37174.567950649296
2015-07-10,36926.28544964065,32453.522994396917,41363.97024570455
2015-07-11,43751.970868323384,39136.47117661872,47956.02216030523
2015-07-12,42978.892083172,38388.06007301975,47151.88047719749
2015-07-13,35145.871647919106,30537.455499460095,39410.97821946619
2015-07-14,32736.768494131902,28197.751590718657,36760.403836512225
2015-07-15,32213.16181832075,27712.72967308214,36386.23607246409
2015-07-16,32559.348742294143,28284.60379836172,36781.82515908915
2015-07-17,36470.380779609004,32072.988571464797,40465.9403174366
2015-07-18,43271.816692580695,38910.05678712226,47474.77813888191
2015-07-19,42480.552066864286,38132.725979691495,46474.0525447544
2015-07-20,34636.30352429766,30200.95578071118,39164.698123977694
2015-07-21,32223.714249884066,27638.797480562494,36696.644605956986
2015-07-22,31705.008944264035,27368.51817321671,35740.87791024741
2015-07-23,32064.96537598565,27390.30275160857,36432.44452336961
2015-07-24,35998.92842023894,31709.083267579077,40550.38104583732
2015-07-25,42832.54493499369,38281.95692387074,46935.42298152117
2015-07-26,42082.58045748909,37636.0357613888,46113.96757692462
2015-07-27,34288.39616493651,29539.247752121853,38661.120047837336
2015-07-28,31934.05314916674,27412.11602226022,36079.1935805289
2015-07-29,31480.97232559387,27313.658552312758,35707.65789687248
2015-07-30,31912.917187500396,27758.10341903568,36085.63372758417
2015-07-31,35924.02515126603,31339.24934358346,39990.0801474994
2015-08-01,42838.565525923455,38759.61859660157,46987.04472906766
2015-08-02,42171.784601244086,37580.50317900992,46264.95447687172
2015-08-03,34461.415650424766,30099.297344857456,38524.91288495352
2015-08-04,32189.820103824153,27688.614252635813,36784.65795378914
2015-08-05,31816.68729768014,27303.049087311152,36187.941100455755
2015-08-06,32324.058991273545,27993.04503399505,36674.61809310365
2015-08-07,36404.40330756255,31980.56189052334,40804.80309002156
2015-08-08,43380.41499615619,38840.409658037795,47826.349225621045
2015-08-09,42765.90136609864,38263.069160896746,46676.20061038395
2015-08-10,35097.33055664488,30766.97349479479,39784.21680013635
2015-08-11,32856.007326355495,28503.24657639201,36961.01449876838
2015-08-12,32500.802770506605,28302.893868917916,36937.41924800912
2015-08-13,33013.20327673985,28856.838667465334,37313.92251439605
2015-08-14,37085.402628427066,33025.321625617966,41346.93093577563
2015-08-15,44040.11356818874,39332.14613624953,48245.54148646416
2015-08-16,43391.45776107665,38946.17912237286,48101.619218672255
2015-08-17,35676.51060908672,31125.52863397218,40072.95446587408
2015-08-18,33377.46608116806,28764.55656854571,37757.50092059322
2015-08-19,32954.34815497735,28345.743944601996,37437.07977302197
2015-08-20,33390.0345672913,29117.996753577176,37644.4456895224
2015-08-21,37378.31736061125,33140.80641841205,41814.59636303324
2015-08-22,44243.67729476515,39687.801272967095,48550.08892767615
2015-08-23,43502.13197794107,39096.06639385776,47738.322109280074
2015-08-24,35692.73521964052,31613.066037646724,40190.466203529446
2015-08-25,33299.69392786362,29140.721637139683,37412.65899806863
2015-08-26,32785.0303825672,28399.21493368698,37084.7456540433
2015-08-27,33133.55686197151,28471.148591305402,37377.13995550553
2015-08-28,37040.88839832735,32691.75128638868,41484.73978398032
2015-08-29,43833.171995379016,39373.993899328096,47989.213198238074
2015-08-30,43027.893365107855,38475.41703447002,47448.443795769344
2015-08-31,35165.33979535117,30735.16990918984,39637.513298442165
2015-09-01,32730.686455919888,28515.17108216765,37476.62838212872
2015-09-02,32186.634807280017,27693.236183702546,36248.97994679156
2015-09-03,32518.37074583182,28180.28323633329,36967.9427862522
2015-09-04,36421.568724054625,31799.038467862283,40719.32601360441
2015-09-05,43222.120431749594,38835.339771609564,47659.39771148177
2015-09-06,42436.949133391434,37800.75893172991,46438.678976273404
2015-09-07,34605.48809233494,30034.1933543625,38967.80430156588
2015-09-08,32211.78999437701,27834.762082589947,36596.067785133746
2015-09-09,31717.19543521352,27783.088181732248,35927.84537095317
2015-09-10,32105.32731734375,27566.643375813248,36302.26099527263
2015-09-11,36070.136438632515,31359.75066113899,40466.70418418394
2015-09-12,42935.67575985001,38936.53188355834,47128.693007528505
2015-09-13,42216.96323507501,37606.96814904566,46279.81056284236
2015-09-14,34451.51034389362,29845.92675610062,38732.25526406771
2015-09-15,32121.4819018576,27493.863926125032,36468.027507705105
2015-09-16,31686.41386865553,27410.198781827727,36279.56083663247
2015-09-17,32128.254682940846,27759.20378419228,36634.479992279186
2015-09-18,36139.454153450926,31545.743035372914,40384.141497770725
2015-09-19,43042.77623991155,38644.298600109825,47231.30320094712
2015-09-20,42352.19458356332,37665.140949344226,46675.69600432534
2015-09-21,34604.44706113959,30348.01647019962,39117.1501232764
2015-09-22,32281.214254736296,27934.84903901101,36734.96252437115
2015-09-23,31841.848074610447,27524.36806028937,36040.90134492802
2015-09-24,32268.415794941746,27601.214223200106,36280.8495516891
2015-09-25,36253.78348462113,31736.141760266597,40537.9815574445
2015-09-26,43121.415341480584,38824.01553725586,47588.87207947525
2015-09-27,42386.24818228602,37603.31849266727,46618.00528237901
2015-09-28,34586.21796095599,29982.69430563956,38783.603056007516
2015-09-29,32204.40399627937,28083.709242503035,36762.172689611136
2015-09-30,31701.718102673316,27117.591255504143,36097.99810020062
2015-10-01,32061.90498139643,27658.167360153322,36561.66821966906
2015-10-02,35979.5790630246,31436.279899187623,40300.01152289561
2015-10-03,42779.97559505216,38131.84184959293,46964.59206668693
2015-10-04,41979.77655435326,37425.086501310856,46458.79013246628
2015-10-05,34118.58958860983,29278.911786563636,38568.59459775725
2015-10-06,31681.046968803203,27356.344681318864,36080.11811467887
2015-10-07,31129.452977711684,26684.88894119584,35439.092350581195
2015-10-08,31448.74722303726,26840.490904714283,35862.046641579705
2015-10-09,35334.51006323556,30972.206890611043,39916.70259020155
2015-10-10,42112.68877788646,37473.356287617826,46348.26370166805
2015-10-11,41300.405716851,36544.03378562792,46004.97811691431
2015-10-12,33437.42708737981,29150.762716410372,37866.28033426707
2015-10-13,31008.25960278588,26243.910182871245,35372.73805417549
2015-10-14,30474.80344189351,25955.224909309127,34821.28768054683
2015-10-15,30821.328813176013,26450.005631716973,35146.76179908942
2015-10-16,34742.5019051369,29983.99979684834,39266.88881062538
2015-10-17,41563.13824810176,37107.30473611554,45636.73061353813
2015-10-18,40799.04393296763,36350.0185315395,45342.9626138631
2015-10-19,32988.52239729057,28783.319905838856,37437.48523382204
2015-10-20,30614.51292118422,26018.906892953695,35028.777528168124
2015-10-21,30137.28809928,26091.85337923745,34569.01345820944
2015-10-22,30539.476331036716,26247.06850637639,35173.249327876816
2015-10-23,34514.13382612973,29617.362631891145,38882.73937484459
2015-10-24,41384.54286827226,36764.68737996849,45780.62091508689
2015-10-25,40665.09553931532,36220.979056372984,45186.516099554596
2015-10-26,32892.83944413575,28320.757437114124,37321.99430478993
2015-10-27,30549.650513829103,26173.14460638677,34811.59360828135
2015-10-28,30094.95922370907,25511.859450935735,34700.21091373282
2015-10-29,30510.79549872403,25985.582468349756,34586.2516829993
2015-10-30,34489.87621435384,29814.101593215935,39145.0063092625
2015-10-31,41355.411644198095,36692.07601105672,45678.809888250355
2015-11-01,40621.989870152654,35764.42230121129,44971.411464792494
2015-11-02,32827.11572096442,28300.71092916358,37182.69047159381
2015-11-03,30453.369549990693,26039.258759014745,34736.537028089326
2015-11-04,29961.112623534103,25445.507759870143,34124.25762879853
2015-11-05,30333.505014729297,25407.10735234598,34732.94217803146
2015-11-06,34264.56070258174,29479.541123816158,38465.12123727126
2015-11-07,41078.917164771905,36151.41870729698,45826.39570318721
2015-11-08,40292.67953653558,35793.34440154505,44565.33344384133
2015-11-09,32444.91704553076,27827.122639618436,37038.863574498086
2015-11-10,30019.77823364901,25531.743535985068,34740.81932150975
2015-11-11,29479.15295870178,24707.28559513889,34280.30797204016
2015-11-12,29807.648278872082,25078.327422562455,34139.65876532703
2015-11-13,33700.60408106573,29158.29299973333,38340.96047928057
2015-11-14,40483.82682337405,35535.893218101046,45109.24357854786
2015-11-15,39674.40243631355,34931.76294931452,44402.59059313726
2015-11-16,31812.16692905507,27218.54356529971,36351.540646762696
2015-11-17,29381.80188893264,24700.31507490312,33908.04372550893
2015-11-18,28845.483368442212,24141.491679585863,33104.69887724779
2015-11-19,29187.851573389926,24505.390242000434,33524.271408562505
2015-11-20,33104.02732821995,28712.333527575123,37574.20172170161
2015-11-21,39919.35360427655,35334.791545034735,44537.13718845356
2015-11-22,39150.222877045526,34401.38518813057,43917.602834376776
2015-11-23,31335.568394196795,26704.125203923923,35602.19254691973
2015-11-24,28958.98590864774,24459.065119728846,33197.09009482246
2015-11-25,28481.413584539987,23866.662847905023,32753.565848182938
2015-11-26,28886.136577060523,24158.31127331919,33348.50434107373
2015-11-27,32866.841248090146,27991.691298347097,37258.89329680003
2015-11-28,39747.396219026676,34993.65070810906,44251.614591985825
2015-11-29,39042.719902888086,34582.232631153616,43737.527704046915
2015-11-30,31290.311467055944,26899.09111428766,36169.623103877
2015-12-01,28972.41067517774,24275.02138109108,33296.75454499692
2015-12-02,28548.713267680454,23901.7837311218,32515.764804112976
2015-12-03,29001.407419280833,24392.842799881935,33460.80154995553
2015-12-04,33023.25538561071,28681.68657898397,37395.47123490182
2015-12-05,39937.396826692784,35607.6824965212,44485.174959908
2015-12-06,39258.23289075512,34809.25930014964,43476.82429155921
2015-12-07,31522.967620692158,26757.46852333365,36344.13718670378
2015-12-08,29213.771921762454,24425.509201275447,33818.91264570473
2015-12-09,28790.49672309537,24071.38793415581,33524.4519104669
2015-12-10,29235.701026530736,24352.686199292315,33824.870645836265
2015-12-11,33242.71928581072,28738.140176530887,38081.26432628105
2015-12-12,40135.4450984929,35073.25936164675,44585.331274247765
2015-12-13,39429.190937105304,35106.140424008896,43912.43328273774
2015-12-14,31662.201251964878,26933.999155567995,36059.283093727594
2015-12-15,29317.785058869795,24835.402402377484,33872.67171084508
2015-12-16,28856.995595240165,24086.242890014102,33648.06845913006
2015-12-17,29263.623738560636,24717.337705245263,33967.439132894775
2015-12-18,33232.230648466415,28453.304702655605,37730.92054398018
2015-12-19,40087.89762239182,35041.552551771485,44532.356931339775
2015-12-20,39347.05385747382,34730.97361221055,43947.779683686276
2015-12-21,31548.960349204575,26327.37210299077,36215.364020701236
2015-12-22,29177.816842913166,24499.57935280489,33536.72188675848
